hierarchy;SIDC;fullpath;name;icon-png;icon-svg
1.X.3.1.3.3.14.3;S*G*USSWP-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|SUPPLY|SUPPLY WATER|SUPPLY WATER PURIFICATION;SUPPLY WATER PURIFICATION;1.X.3.1.3.3.14.3.png;1.X.3.1.3.3.14.3.svg
1.X.3.1.3.3.14.3.1;S*G*USSWPT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|SUPPLY|SUPPLY WATER|SUPPLY WATER PURIFICATION|SUPPLY WATER PURIFICATION THEATRE;SUPPLY WATER PURIFICATION THEATRE;1.X.3.1.3.3.14.3.1.png;1.X.3.1.3.3.14.3.1.svg
1.X.3.1.3.3.14.3.2;S*G*USSWPC;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|SUPPLY|SUPPLY WATER|SUPPLY WATER PURIFICATION|SUPPLY WATER PURIFICATION CORPS;SUPPLY WATER PURIFICATION CORPS;1.X.3.1.3.3.14.3.2.png;1.X.3.1.3.3.14.3.2.svg
1.X.3.1.3.4;S*G*UST---;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION;TRANSPORTATION;1.X.3.1.3.4.png;1.X.3.1.3.4.svg
1.X.3.1.3.4.1;S*G*USTT--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|TRANSPORTATION THEATRE;TRANSPORTATION THEATRE;1.X.3.1.3.4.1.png;1.X.3.1.3.4.1.svg
1.X.3.1.3.4.2;S*G*USTC--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|TRANSPORTATION CORPS;TRANSPORTATION CORPS;1.X.3.1.3.4.2.png;1.X.3.1.3.4.2.svg
1.X.3.1.3.4.3;S*G*USTM--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|MOVEMENT CONTROL CENTRE(MCC);MOVEMENT CONTROL CENTRE(MCC);1.X.3.1.3.4.3.png;1.X.3.1.3.4.3.svg
1.X.3.1.3.4.3.1;S*G*USTMT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|MOVEMENT CONTROL CENTRE(MCC)|MCC THEATRE;MCC THEATRE;1.X.3.1.3.4.3.1.png;1.X.3.1.3.4.3.1.svg
1.X.3.1.3.4.3.2;S*G*USTMC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|MOVEMENT CONTROL CENTRE(MCC)|MCC CORPS;MCC CORPS;1.X.3.1.3.4.3.2.png;1.X.3.1.3.4.3.2.svg
1.X.3.1.3.4.4;S*G*USTR--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|RAILHEAD;RAILHEAD;1.X.3.1.3.4.4.png;1.X.3.1.3.4.4.svg
1.X.3.1.3.4.4.1;S*G*USTRT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|RAILHEAD|RAILHEAD THEATRE;RAILHEAD THEATRE;1.X.3.1.3.4.4.1.png;1.X.3.1.3.4.4.1.svg
1.X.3.1.3.4.4.2;S*G*USTRC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|RAILHEAD|RAILHEAD CORPS;RAILHEAD CORPS;1.X.3.1.3.4.4.2.png;1.X.3.1.3.4.4.2.svg
1.X.3.1.3.4.5;S*G*USTS--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|SPOD/SPOE;SPOD/SPOE;1.X.3.1.3.4.5.png;1.X.3.1.3.4.5.svg
1.X.3.1.3.4.5.1;S*G*USTST-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|SPOD/SPOE|SPOD/SPOE THEATRE;SPOD/SPOE THEATRE;1.X.3.1.3.4.5.1.png;1.X.3.1.3.4.5.1.svg
1.X.3.1.3.4.5.2;S*G*USTSC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|SPOD/SPOE|SPOD/SPOE CORPS;SPOD/SPOE CORPS;1.X.3.1.3.4.5.2.png;1.X.3.1.3.4.5.2.svg
1.X.3.1.3.4.6;S*G*USTA--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|APOD/APOE;APOD/APOE;1.X.3.1.3.4.6.png;1.X.3.1.3.4.6.svg
1.X.3.1.3.4.6.1;S*G*USTAT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|APOD/APOE|APOD/APOE THEATRE;APOD/APOE THEATRE;1.X.3.1.3.4.6.1.png;1.X.3.1.3.4.6.1.svg
1.X.3.1.3.4.6.2;S*G*USTAC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|APOD/APOE|APOD/APOE CORPS;APOD/APOE CORPS;1.X.3.1.3.4.6.2.png;1.X.3.1.3.4.6.2.svg
1.X.3.1.3.4.7;S*G*USTI--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|MISSILE;MISSILE;1.X.3.1.3.4.7.png;1.X.3.1.3.4.7.svg
1.X.3.1.3.4.7.1;S*G*USTIT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|MISSILE|MISSILE THEATRE;MISSILE THEATRE;1.X.3.1.3.4.7.1.png;1.X.3.1.3.4.7.1.svg
1.X.3.1.3.4.7.2;S*G*USTIC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|TRANSPORTATION|MISSILE|MISSILE CORPS;MISSILE CORPS;1.X.3.1.3.4.7.2.png;1.X.3.1.3.4.7.2.svg
1.X.3.1.3.5;S*G*USX---;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE;MAINTENANCE;1.X.3.1.3.5.png;1.X.3.1.3.5.svg
1.X.3.1.3.5.1;S*G*USXT--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE THEATRE;MAINTENANCE THEATRE;1.X.3.1.3.5.1.png;1.X.3.1.3.5.1.svg
1.X.3.1.3.5.2;S*G*USXC--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE CORPS;MAINTENANCE CORPS;1.X.3.1.3.5.2.png;1.X.3.1.3.5.2.svg
1.X.3.1.3.5.3;S*G*USXH--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE HEAVY;MAINTENANCE HEAVY;1.X.3.1.3.5.3.png;1.X.3.1.3.5.3.svg
1.X.3.1.3.5.3.1;S*G*USXHT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE HEAVY|MAINTENANCE HEAVY THEATRE;MAINTENANCE HEAVY THEATRE;1.X.3.1.3.5.3.1.png;1.X.3.1.3.5.3.1.svg
1.X.3.1.3.5.3.2;S*G*USXHC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE HEAVY|MAINTENANCE HEAVY CORPS;MAINTENANCE HEAVY CORPS;1.X.3.1.3.5.3.2.png;1.X.3.1.3.5.3.2.svg
1.X.3.1.3.5.4;S*G*USXR--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE RECOVERY;MAINTENANCE RECOVERY;1.X.3.1.3.5.4.png;1.X.3.1.3.5.4.svg
1.X.3.1.3.5.4.1;S*G*USXRT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE RECOVERY|MAINTENANCE RECOVERY THEATRE;MAINTENANCE RECOVERY THEATRE;1.X.3.1.3.5.4.1.png;1.X.3.1.3.5.4.1.svg
1.X.3.1.3.5.4.2;S*G*USXRC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|MAINTENANCE RECOVERY|MAINTENANCE RECOVERY CORPS;MAINTENANCE RECOVERY CORPS;1.X.3.1.3.5.4.2.png;1.X.3.1.3.5.4.2.svg
1.X.3.1.3.5.5;S*G*USXO--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ORDINANCE;ORDINANCE;1.X.3.1.3.5.5.png;1.X.3.1.3.5.5.svg
1.X.3.1.3.5.5.1;S*G*USXOT-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ORDINANCE|ORDINANCE THEATRE;ORDINANCE THEATRE;1.X.3.1.3.5.5.1.png;1.X.3.1.3.5.5.1.svg
1.X.3.1.3.5.5.2;S*G*USXOC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ORDINANCE|ORDINANCE CORPS;ORDINANCE CORPS;1.X.3.1.3.5.5.2.png;1.X.3.1.3.5.5.2.svg
1.X.3.1.3.5.5.3;S*G*USXOM-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ORDINANCE|ORDINANCE MISSILE;ORDINANCE MISSILE;1.X.3.1.3.5.5.3.png;1.X.3.1.3.5.5.3.svg
1.X.3.1.3.5.5.3.1;S*G*USXOMT;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ORDINANCE|ORDINANCE MISSILE|ORDINANCE MISSILE THEATRE;ORDINANCE MISSILE THEATRE;1.X.3.1.3.5.5.3.1.png;1.X.3.1.3.5.5.3.1.svg
1.X.3.1.3.5.5.3.2;S*G*USXOMC;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ORDINANCE|ORDINANCE MISSILE|ORDINANCE MISSILE CORPS;ORDINANCE MISSILE CORPS;1.X.3.1.3.5.5.3.2.png;1.X.3.1.3.5.5.3.2.svg
1.X.3.1.3.5.6;S*G*USXE--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ELECTRO-OPTICAL;ELECTRO-OPTICAL;1.X.3.1.3.5.6.png;1.X.3.1.3.5.6.svg
1.X.3.1.3.5.6.1;S*G*USXET-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ELECTRO-OPTICAL|ELECTRO-OPTICAL THEATRE;ELECTRO-OPTICAL THEATRE;1.X.3.1.3.5.6.1.png;1.X.3.1.3.5.6.1.svg
1.X.3.1.3.5.6.2;S*G*USXEC-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|ELECTRO-OPTICAL|ELECTRO-OPTICAL CORPS;ELECTRO-OPTICAL CORPS;1.X.3.1.3.5.6.2.png;1.X.3.1.3.5.6.2.svg
1.X.3.1.3.5.7;S*G*USXBDR;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|BATTLE DAMAGE REPAIR;BATTLE DAMAGE REPAIR;1.X.3.1.3.5.7.png;1.X.3.1.3.5.7.svg
1.X.3.1.3.5.8;S*G*USXPM-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|MAINTENANCE|PREVENTIVE MAINTANANCE;PREVENTIVE MAINTANANCE;1.X.3.1.3.5.8.png;1.X.3.1.3.5.8.svg
1.X.3.1.3.6;S*G*USXP--;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|PIPELINE;PIPELINE;1.X.3.1.3.6.png;1.X.3.1.3.6.svg
1.X.3.1.3.7;S*G*USXEP-;GROUND TRACK|UNIT|COMBAT SERVICE SUPPORT|ENVIRONMENTAL PROTECTION;ENVIRONMENTAL PROTECTION;1.X.3.1.3.7.png;1.X.3.1.3.7.svg
1.X.3.1.4;S*G*UH----;GROUND TRACK|UNIT|SPECIAL C2 HEADQUARTERS COMPONENT;SPECIAL C2 HEADQUARTERS COMPONENT;1.X.3.1.4.png;1.X.3.1.4.svg
1.X.3.1.5;S*G*UH----;GROUND TRACK|UNIT|UNIT GENERAL HEADQUARTERS;UNIT GENERAL HEADQUARTERS;1.X.3.1.5.png;1.X.3.1.5.svg
1.X.3.1.6;S*G*UH----;GROUND TRACK|UNIT|GENERAL HEADQUARTERS AND SERVICE;GENERAL HEADQUARTERS AND SERVICE;1.X.3.1.6.png;1.X.3.1.6.svg
1.X.3.1.7;S*G*UHGL--;GROUND TRACK|UNIT|UNIT GENERAL LIAISON;UNIT GENERAL LIAISON;1.X.3.1.7.png;1.X.3.1.7.svg
1.X.3.2;S*G*E-----;GROUND TRACK EQUIPMENT;GROUND TRACK EQUIPMENT;1.X.3.2.png;1.X.3.2.svg
1.X.3.2.1;S*G*EW----;GROUND TRACK EQUIPMENT|WEAPONS;WEAPONS;1.X.3.2.1.png;1.X.3.2.1.svg
1.X.3.2.1.1;S*G*EWM---;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS;MISSILE LAUNCHERS;1.X.3.2.1.1.png;1.X.3.2.1.1.svg
1.X.3.2.1.1.1;S*G*EWMA--;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|AIR DEFENCE (AD) MISSILE LAUNCH;AIR DEFENCE (AD) MISSILE LAUNCH;1.X.3.2.1.1.1.png;1.X.3.2.1.1.1.svg
1.X.3.2.1.1.1.1;S*G*EWMAS-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|AIR DEFENCE (AD) MISSILE LAUNCH|SHORT RANGE AD MISSILE LAUNCHERS;SHORT RANGE AD MISSILE LAUNCHERS;1.X.3.2.1.1.1.1.png;1.X.3.2.1.1.1.1.svg
1.X.3.2.1.1.1.2;S*G*EWMAI-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|AIR DEFENCE (AD) MISSILE LAUNCH|INTERMEDIATE RANGE AD MISSILE LAUNCH;INTERMEDIATE RANGE AD MISSILE LAUNCH;1.X.3.2.1.1.1.2.png;1.X.3.2.1.1.1.2.svg
1.X.3.2.1.1.1.3;S*G*EWMAL-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|AIR DEFENCE (AD) MISSILE LAUNCH|LONG RANGE AD MISSILE LAUNCH;LONG RANGE AD MISSILE LAUNCH;1.X.3.2.1.1.1.3.png;1.X.3.2.1.1.1.3.svg
1.X.3.2.1.1.1.4;S*G*EWMAT-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|AIR DEFENCE (AD) MISSILE LAUNCH|AD MISSILE LAUNCH THEATRE;AD MISSILE LAUNCH THEATRE;1.X.3.2.1.1.1.4.png;1.X.3.2.1.1.1.4.svg
1.X.3.2.1.1.2;S*G*EWMS--;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|SURFACE-SURFACE (SS) MISSILE LAUNCHER;SURFACE-SURFACE (SS) MISSILE LAUNCHER;1.X.3.2.1.1.2.png;1.X.3.2.1.1.2.svg
1.X.3.2.1.1.2.1;S*G*EWMSS-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|SURFACE-SURFACE (SS) MISSILE LAUNCHER|SHORT RANGE SS MISSILE LAUNCH;SHORT RANGE SS MISSILE LAUNCH;1.X.3.2.1.1.2.1.png;1.X.3.2.1.1.2.1.svg
1.X.3.2.1.1.2.2;S*G*EWMSI-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|SURFACE-SURFACE (SS) MISSILE LAUNCHER|INTERMEDIATE RANGE SS MISSILE LAUNCH;INTERMEDIATE RANGE SS MISSILE LAUNCH;1.X.3.2.1.1.2.2.png;1.X.3.2.1.1.2.2.svg
1.X.3.2.1.1.2.3;S*G*EWMSL-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|SURFACE-SURFACE (SS) MISSILE LAUNCHER|LONG RANGE SS MISSILE LAUNCH;LONG RANGE SS MISSILE LAUNCH;1.X.3.2.1.1.2.3.png;1.X.3.2.1.1.2.3.svg
1.X.3.2.1.1.3;S*G*EWMT--;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|MISSILE LAUNCHERS ANTI TANK (AT);MISSILE LAUNCHERS ANTI TANK (AT);1.X.3.2.1.1.3.png;1.X.3.2.1.1.3.svg
1.X.3.2.1.1.3.1;S*G*EWMTL-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|MISSILE LAUNCHERS ANTI TANK (AT)|MISSILE LAUNCHERS AT LIGHT;MISSILE LAUNCHERS AT LIGHT;1.X.3.2.1.1.3.1.png;1.X.3.2.1.1.3.1.svg
1.X.3.2.1.1.3.2;S*G*EWMTM-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|MISSILE LAUNCHERS ANTI TANK (AT)|MISSILE LAUNCHER AT MEDIUM;MISSILE LAUNCHER AT MEDIUM;1.X.3.2.1.1.3.2.png;1.X.3.2.1.1.3.2.svg
1.X.3.2.1.1.3.3;S*G*EWMTH-;GROUND TRACK EQUIPMENT|WEAPONS|MISSILE LAUNCHERS|MISSILE LAUNCHERS ANTI TANK (AT)|MISSILE LAUNCHER AT HEAVY;MISSILE LAUNCHER AT HEAVY;1.X.3.2.1.1.3.3.png;1.X.3.2.1.1.3.3.svg
1.X.3.2.1.2;S*G*EWS---;GROUND TRACK EQUIPMENT|WEAPONS|SINGLE ROCKET LAUNCHER;SINGLE ROCKET LAUNCHER;1.X.3.2.1.2.png;1.X.3.2.1.2.svg
1.X.3.2.1.2.1;S*G*EWSL--;GROUND TRACK EQUIPMENT|WEAPONS|SINGLE ROCKET LAUNCHER|SINGLE ROCKET LAUNCHER LIGHT;SINGLE ROCKET LAUNCHER LIGHT;1.X.3.2.1.2.1.png;1.X.3.2.1.2.1.svg
1.X.3.2.1.2.2;S*G*EWSM--;GROUND TRACK EQUIPMENT|WEAPONS|SINGLE ROCKET LAUNCHER|SINGLE ROCKET LAUNCHER MEDIUM;SINGLE ROCKET LAUNCHER MEDIUM;1.X.3.2.1.2.2.png;1.X.3.2.1.2.2.svg
1.X.3.2.1.2.3;S*G*EWSH--;GROUND TRACK EQUIPMENT|WEAPONS|SINGLE ROCKET LAUNCHER|SINGLE ROCKET LAUNCHER HEAVY;SINGLE ROCKET LAUNCHER HEAVY;1.X.3.2.1.2.3.png;1.X.3.2.1.2.3.svg
1.X.3.2.1.3;S*G*EWX---;GROUND TRACK EQUIPMENT|WEAPONS|MULTIPLE ROCKET LAUNCHER;MULTIPLE ROCKET LAUNCHER;1.X.3.2.1.3.png;1.X.3.2.1.3.svg
1.X.3.2.1.3.1;S*G*EWXL--;GROUND TRACK EQUIPMENT|WEAPONS|MULTIPLE ROCKET LAUNCHER|MULTIPLE ROCKET LAUNCHER LIGHT;MULTIPLE ROCKET LAUNCHER LIGHT;1.X.3.2.1.3.1.png;1.X.3.2.1.3.1.svg
1.X.3.2.1.3.2;S*G*EWXM--;GROUND TRACK EQUIPMENT|WEAPONS|MULTIPLE ROCKET LAUNCHER|MULTIPLE ROCKET LAUNCHER MEDIUM;MULTIPLE ROCKET LAUNCHER MEDIUM;1.X.3.2.1.3.2.png;1.X.3.2.1.3.2.svg
1.X.3.2.1.3.3;S*G*EWXH--;GROUND TRACK EQUIPMENT|WEAPONS|MULTIPLE ROCKET LAUNCHER|MULTIPLE ROCKET LAUNCHER HEAVY;MULTIPLE ROCKET LAUNCHER HEAVY;1.X.3.2.1.3.3.png;1.X.3.2.1.3.3.svg
1.X.3.2.1.4;S*G*EWT---;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK ROCKET LAUNCHER;ANTITANK ROCKET LAUNCHER;1.X.3.2.1.4.png;1.X.3.2.1.4.svg
1.X.3.2.1.4.1;S*G*EWTL--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK ROCKET LAUNCHER|ANTITANK ROCKET LAUNCHER LIGHT;ANTITANK ROCKET LAUNCHER LIGHT;1.X.3.2.1.4.1.png;1.X.3.2.1.4.1.svg
1.X.3.2.1.4.2;S*G*EWTM--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK ROCKET LAUNCHER|ANTITANK ROCKET LAUNCHER MEDIUM;ANTITANK ROCKET LAUNCHER MEDIUM;1.X.3.2.1.4.2.png;1.X.3.2.1.4.2.svg
1.X.3.2.1.4.3;S*G*EWTH--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK ROCKET LAUNCHER|ANTITANK ROCKET LAUNCHER HEAVY;ANTITANK ROCKET LAUNCHER HEAVY;1.X.3.2.1.4.3.png;1.X.3.2.1.4.3.svg
1.X.3.2.1.5;S*G*EWR---;GROUND TRACK EQUIPMENT|WEAPONS|RIFLE/AUTOMATIC WEAPON;RIFLE/AUTOMATIC WEAPON;1.X.3.2.1.5.png;1.X.3.2.1.5.svg
1.X.3.2.1.5.1;S*G*EWRR--;GROUND TRACK EQUIPMENT|WEAPONS|RIFLE/AUTOMATIC WEAPON|RIFLE;RIFLE;1.X.3.2.1.5.1.png;1.X.3.2.1.5.1.svg
1.X.3.2.1.5.2;S*G*EWRL--;GROUND TRACK EQUIPMENT|WEAPONS|RIFLE/AUTOMATIC WEAPON|LIGHT MACHINE GUN;LIGHT MACHINE GUN;1.X.3.2.1.5.2.png;1.X.3.2.1.5.2.svg
1.X.3.2.1.5.3;S*G*EWRH--;GROUND TRACK EQUIPMENT|WEAPONS|RIFLE/AUTOMATIC WEAPON|HEAVY MACHINE GUN;HEAVY MACHINE GUN;1.X.3.2.1.5.3.png;1.X.3.2.1.5.3.svg
1.X.3.2.1.6;S*G*EWZ---;GROUND TRACK EQUIPMENT|WEAPONS|GRENADE LAUNCHER;GRENADE LAUNCHER;1.X.3.2.1.6.png;1.X.3.2.1.6.svg
1.X.3.2.1.6.1;S*G*EWZL--;GROUND TRACK EQUIPMENT|WEAPONS|GRENADE LAUNCHER|GRENADE LAUNCHER LIGHT;GRENADE LAUNCHER LIGHT;1.X.3.2.1.6.1.png;1.X.3.2.1.6.1.svg
1.X.3.2.1.6.2;S*G*EWZM--;GROUND TRACK EQUIPMENT|WEAPONS|GRENADE LAUNCHER|GRENADE LAUNCHER MEDIUM;GRENADE LAUNCHER MEDIUM;1.X.3.2.1.6.2.png;1.X.3.2.1.6.2.svg
1.X.3.2.1.6.3;S*G*EWZH--;GROUND TRACK EQUIPMENT|WEAPONS|GRENADE LAUNCHER|GRENADE LAUNCHER HEAVY;GRENADE LAUNCHER HEAVY;1.X.3.2.1.6.3.png;1.X.3.2.1.6.3.svg
1.X.3.2.1.7;S*G*EWO---;GROUND TRACK EQUIPMENT|WEAPONS|MORTAR;MORTAR;1.X.3.2.1.7.png;1.X.3.2.1.7.svg
1.X.3.2.1.7.1;S*G*EWOL--;GROUND TRACK EQUIPMENT|WEAPONS|MORTAR|MORTAR LIGHT;MORTAR LIGHT;1.X.3.2.1.7.1.png;1.X.3.2.1.7.1.svg
1.X.3.2.1.7.2;S*G*EWOM--;GROUND TRACK EQUIPMENT|WEAPONS|MORTAR|MORTAR MEDIUM;MORTAR MEDIUM;1.X.3.2.1.7.2.png;1.X.3.2.1.7.2.svg
1.X.3.2.1.7.3;S*G*EWOH--;GROUND TRACK EQUIPMENT|WEAPONS|MORTAR|MORTAR HEAVY;MORTAR HEAVY;1.X.3.2.1.7.3.png;1.X.3.2.1.7.3.svg
1.X.3.2.1.8;S*G*EWH---;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER;HOWITZER;1.X.3.2.1.8.png;1.X.3.2.1.8.svg
1.X.3.2.1.8.1;S*G*EWHL--;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER|HOWITZER LIGHT;HOWITZER LIGHT;1.X.3.2.1.8.1.png;1.X.3.2.1.8.1.svg
1.X.3.2.1.8.1.1;S*G*EWHLS-;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER|HOWITZER LIGHT|HOWITZER LIGHT SELF-PROPELLED;HOWITZER LIGHT SELF-PROPELLED;1.X.3.2.1.8.1.1.png;1.X.3.2.1.8.1.1.svg
1.X.3.2.1.8.2;S*G*EWHM--;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER|HOWITZER MEDIUM;HOWITZER MEDIUM;1.X.3.2.1.8.2.png;1.X.3.2.1.8.2.svg
1.X.3.2.1.8.2.1;S*G*EWHMS-;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER|HOWITZER MEDIUM|HOWITZER MEDIUM SELF-PROPELLED;HOWITZER MEDIUM SELF-PROPELLED;1.X.3.2.1.8.2.1.png;1.X.3.2.1.8.2.1.svg
1.X.3.2.1.8.3;S*G*EWHH--;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER|HOWITZER HEAVY;HOWITZER HEAVY;1.X.3.2.1.8.3.png;1.X.3.2.1.8.3.svg
1.X.3.2.1.8.3.1;S*G*EWHHS-;GROUND TRACK EQUIPMENT|WEAPONS|HOWITZER|HOWITZER HEAVY|HOWITZER HEAVY SELF-PROPELLED;HOWITZER HEAVY SELF-PROPELLED;1.X.3.2.1.8.3.1.png;1.X.3.2.1.8.3.1.svg
1.X.3.2.1.9;S*G*EWG---;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK GUN;ANTITANK GUN;1.X.3.2.1.9.png;1.X.3.2.1.9.svg
1.X.3.2.1.9.1;S*G*EWGR--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK GUN|ANTITANK GUN RECOILLESS;ANTITANK GUN RECOILLESS;1.X.3.2.1.9.1.png;1.X.3.2.1.9.1.svg
1.X.3.2.1.9.2;S*G*EWGL--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK GUN|ANTITANK GUN LIGHT;ANTITANK GUN LIGHT;1.X.3.2.1.9.2.png;1.X.3.2.1.9.2.svg
1.X.3.2.1.9.3;S*G*EWGM--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK GUN|ANTITANK GUN MEDIUM;ANTITANK GUN MEDIUM;1.X.3.2.1.9.3.png;1.X.3.2.1.9.3.svg
1.X.3.2.1.9.4;S*G*EWGH--;GROUND TRACK EQUIPMENT|WEAPONS|ANTITANK GUN|ANTITANK GUN HEAVY;ANTITANK GUN HEAVY;1.X.3.2.1.9.4.png;1.X.3.2.1.9.4.svg
1.X.3.2.1.10;S*G*EWD---;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN;DIRECT FIRE GUN;1.X.3.2.1.10.png;1.X.3.2.1.10.svg
1.X.3.2.1.10.1;S*G*EWDL--;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN|DIRECT FIRE GUN LIGHT;DIRECT FIRE GUN LIGHT;1.X.3.2.1.10.1.png;1.X.3.2.1.10.1.svg
1.X.3.2.1.10.1.1;S*G*EWDLS-;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN|DIRECT FIRE GUN LIGHT|DIRECT FIRE GUN LIGHT SELF-PROPELLED;DIRECT FIRE GUN LIGHT SELF-PROPELLED;1.X.3.2.1.10.1.1.png;1.X.3.2.1.10.1.1.svg
1.X.3.2.1.10.2;S*G*EWDM--;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN|DIRECT FIRE GUN MEDIUM;DIRECT FIRE GUN MEDIUM;1.X.3.2.1.10.2.png;1.X.3.2.1.10.2.svg
1.X.3.2.1.10.2.1;S*G*EWDMS-;GROUND TRACK EQUIPMENT|WEAPONS|DIRECT FIRE GUN|DIRECT FIRE GUN MEDIUM|DIRECT FIRE GUN MEDIUM SELF-PROPELLED;DIRECT FIRE GUN MEDIUM SELF-PROPELLED;1.X.3.2.1.10.2.1.png;1.X.3.2.1.10.2.1.svg
